id,pop,lat,lon,date,year,sex,species,spp_code,WAM_ID,IBRA_SubRegion
DEC02266,Yalleen Fortescue 2,-21.6728,116.7253,1/10/2005,2005,NA,Pseudomys hermannsburgensis,Ph,WAM_M56782,Chichester
DEC02267,Yarraloola Fortescue 2,-21.9181,115.7233,30/9/2005,2005,NA,Pseudomys hermannsburgensis,Ph,WAM_M56785,Hamersley
DEC02268,Cane Red Hill 1,-21.9667,115.9761,28/9/2005,2005,NA,Pseudomys hermannsburgensis,Ph,WAM_M56799,Hamersley
DEC02269,Red Hill Peedamulla,-21.95,115.8875,28/9/2005,2005,NA,Pseudomys hermannsburgensis,Ph,WAM_M56800,Hamersley
DEC02270,Yarraloola Fortescue 3,-21.7333,115.8081,27/9/2005,2005,NA,Pseudomys hermannsburgensis,Ph,WAM_M56808,Hamersley
DEC02271,Nanutarra 1,-22.4984,115.5582,3/5/2005,2005,M,Pseudomys hermannsburgensis,Ph,WAM_M57751,Hamersley
DEC02272,Mt Welcome 2,-20.7364,117.0989,5/10/2004,2004,NA,Pseudomys hermannsburgensis,Ph,WAM_M57259,Chichester
DEC02273,Coolawanyah Chichester,-21.7141,117.7755,9/10/2004,2004,M,Pseudomys hermannsburgensis,Ph,WAM_M57269,Chichester
DEC02274,Bonney Downs Nullagine 2,-22.1178,119.8772,17/10/2004,2004,F,Pseudomys hermannsburgensis,Ph,WAM_M57298,Chichester
DEC02275,Bonney Downs Nullagine 2,-22.1178,119.8772,17/10/2004,2004,F,Pseudomys hermannsburgensis,Ph,WAM_M57299,Chichester
DEC02276,Hillside Nullagine,-22.0853,119.7035,17/10/2004,2004,NA,Pseudomys hermannsburgensis,Ph,WAM_M57301,Chichester
DEC02277,Hillside Nullagine,-22.0947,119.7535,18/10/2004,2004,F,Pseudomys hermannsburgensis,Ph,WAM_M57308,Chichester
DEC02279,Cane River Conservation Park 2,-22.1886,115.5537,4/5/2005,2005,F,Pseudomys hermannsburgensis,Ph,WAM_M57750,Hamersley
DEC02280,40 Mile Beach,-20.8446,116.3675,22/5/2005,2005,NA,Pseudomys hermannsburgensis,Ph,WAM_M57872,Roebourne
DEC02281,Mardie 2,-21.0633,116.2335,18/5/2005,2005,NA,Pseudomys hermannsburgensis,Ph,WAM_M57877,Roebourne
DEC02282,Sth Milstream 2,-21.6772,116.975,13/5/2005,2005,NA,Pseudomys hermannsburgensis,Ph,WAM_M57895,Fortescue
DEC02283,Karratha,-20.768,116.842,22/5/2005,2005,M,Pseudomys hermannsburgensis,Ph,WAM_M57942,Roebourne
DEC02284,Tom Price 2,-22.6614,117.8644,28/9/2005,2005,F,Pseudomys hermannsburgensis,Ph,WAM_M60531,Hamersley
DEC02286,Mallina Sherlock 2,-20.9696,118.0483,29/4/2005,2005,NA,Pseudomys hermannsburgensis,Ph,WAM_M61000,Chichester
DEC02287,Mundabullangana 1,-20.6074,118.1566,30/4/2005,2005,NA,Pseudomys hermannsburgensis,Ph,WAM_M61006,Roebourne
DEC02288,Mallina Sherlock 1,-20.9499,117.8499,2/5/2005,2005,NA,Pseudomys hermannsburgensis,Ph,WAM_M61008,Chichester
DEC02289,Corunna Downs Marble Bar,-21.4077,120.0713,19/5/2005,2005,NA,Pseudomys hermannsburgensis,Ph,WAM_M61032,Chichester
DEC02290,Muccan Marble Bar 2,-20.3908,119.9086,26/9/2005,2005,M,Pseudomys hermannsburgensis,Ph,WAM_M61043,McLarty
DEC02291,East Warrawajine,-20.7392,120.8939,3/10/2005,2005,NA,Pseudomys hermannsburgensis,Ph,WAM_M61070,Chichester
DEC02292,De Grey Strelley,-20.3464,118.8931,16/10/2005,2005,NA,Pseudomys hermannsburgensis,Ph,WAM_M61119,Roebourne
DEC02293,Karijini 2,-22.6219,118.3511,27/5/2006,2006,M,Pseudomys hermannsburgensis,Ph,WAM_M61697,Hamersley
DEC02294,Karijini 2,-22.6219,118.3511,27/5/2006,2006,M,Pseudomys hermannsburgensis,Ph,WAM_M61699,Hamersley
DEC02295,Turee Creek Rocklea 1,-23.2839,118.1017,8/10/2005,2005,M,Pseudomys hermannsburgensis,Ph,WAM_M61791,Hamersley
DEC02296,Eginbah Marble Bar,-20.8353,119.6717,12/5/2006,2006,M,Pseudomys hermannsburgensis,Ph,WAM_M56932,Chichester
DEC02298,Nanutarra 2,-22.4523,115.6614,2/5/2005,2005,M,Pseudomys hermannsburgensis,Ph,WAM_M57755,Hamersley
DEC02299,Uaroo Yannarie,-22.8635,115.5031,1/5/2005,2005,NA,Pseudomys hermannsburgensis,Ph,WAM_M57757,Hamersley
DEC02300,Nanutarra 1,-22.4984,115.5582,29/4/2005,2005,F,Pseudomys hermannsburgensis,Ph,WAM_M57764,Hamersley
DEC02301,Yarrie Marble Bar 2,-20.7483,120.2578,21/5/2006,2006,M,Pseudomys hermannsburgensis,Ph,WAM_M60027,Chichester
DEC02302,Strelley 2,-20.3925,118.9231,26/5/2006,2006,M,Pseudomys hermannsburgensis,Ph,WAM_M60049,Chichester
DEC02303,De Grey 2,-20.3256,119.2108,27/5/2006,2006,M,Pseudomys hermannsburgensis,Ph,WAM_M60055,Roebourne
DEC02304,De Grey Strelley,-20.3244,118.9222,27/5/2006,2006,M,Pseudomys hermannsburgensis,Ph,WAM_M60059,Roebourne
DEC02305,De Grey Strelley,-20.3464,118.8931,27/5/2006,2006,NA,Pseudomys hermannsburgensis,Ph,WAM_M60060,Roebourne
DEC02306,Peedamulla 5,-21.7792,115.2483,11/5/2006,2006,NA,Pseudomys hermannsburgensis,Ph,WAM_M60568,Cape Range
DEC02308,Peedamulla 4,-21.7789,115.3669,11/5/2006,2006,NA,Pseudomys hermannsburgensis,Ph,WAM_M60570,Roebourne
DEC02309,Peedamulla 3,-21.7914,115.4642,11/5/2006,2006,NA,Pseudomys hermannsburgensis,Ph,WAM_M60572,Roebourne
DEC02310,Red Hill Peedamulla,-21.9481,115.83,16/5/2006,2006,NA,Pseudomys hermannsburgensis,Ph,WAM_M60592,Hamersley
DEC02311,Wallareenya,-21.0636,118.7608,16/5/2006,2006,M,Pseudomys hermannsburgensis,Ph,WAM_M64680,Chichester
DEC02312,Mount Sheila 3,-22.5044,117.6494,20/5/2006,2006,M,Pseudomys hermannsburgensis,Ph,WAM_M64688,Hamersley
DEC02313,Rocklea 2,-22.8347,117.3817,20/5/2006,2006,M,Pseudomys hermannsburgensis,Ph,WAM_M64691,Hamersley
DEC02314,Rocklea 2,-22.8261,117.3711,20/5/2006,2006,M,Pseudomys hermannsburgensis,Ph,WAM_M64692,Hamersley
DEC02316,Rocklea 3,-22.8092,117.4775,23/5/2006,2006,M,Pseudomys hermannsburgensis,Ph,WAM_M64731,Hamersley
DEC02317,Lake Macdonald,-23.3344,117.8758,28/5/2006,2006,M,Pseudomys hermannsburgensis,Ph,WAM_M64760,Hamersley
DEC02318,East Mininer,-23.4189,117.8419,29/5/2006,2006,M,Pseudomys hermannsburgensis,Ph,WAM_M64775,Hamersley
DEC02319,Turee Creek Rocklea 1,-23.2925,118.1564,30/5/2006,2006,M,Pseudomys hermannsburgensis,Ph,WAM_M64777,Hamersley
DEC02320,Turee Creek Rocklea 1,-23.2864,118.1236,31/5/2006,2006,M,Pseudomys hermannsburgensis,Ph,WAM_M64781,Hamersley
DEC02322,Turee Creek Rocklea 2,-23.3758,117.9897,31/5/2006,2006,M,Pseudomys hermannsburgensis,Ph,WAM_M64786,Hamersley
